N,P,K,temperature,humidity,ph,rainfall,label
39.22,34.12,22.24,25.89,66.07,7.82,449.4,chickpea
25.5,11.31,12.88,29.67,51.89,6.78,326.19,mothbeans
83.44,58.19,57.76,16.01,66.26,6.47,793.4,orange
67.86,43.8,35.19,25.3,69.38,7.01,447.43,wheat
113.0,54.45,55.47,34.37,66.0,6.72,523.88,muskmelon
100.63,56.12,43.44,18.51,76.14,6.03,1064.62,orange
71.23,37.45,31.76,16.37,66.63,6.06,1935.61,coffee
91.83,39.2,38.98,24.61,65.6,6.1,1667.23,coffee
55.28,46.16,36.89,19.44,51.11,6.1,507.21,wheat
137.68,48.55,60.42,22.65,56.15,6.19,1144.6,cotton
68.02,42.92,36.99,19.19,68.99,6.4,1007.01,apple
42.78,41.11,34.81,21.05,62.7,6.25,401.85,kidneybeans
78.71,37.63,43.2,19.18,79.06,6.62,1397.89,apple
114.3,49.99,57.1,26.91,59.68,6.74,487.5,watermelon
118.71,55.62,41.1,26.39,87.95,5.78,1970.67,rice
30.26,29.57,27.56,23.7,75.15,6.51,460.32,chickpea
72.26,28.15,20.82,25.31,79.59,6.67,1880.64,jute
92.67,32.28,48.87,18.98,66.48,6.06,1575.74,coffee
38.39,16.65,15.71,22.88,65.25,7.21,468.32,pigeonpeas
37.63,20.95,27.26,26.32,63.85,7.41,417.15,pigeonpeas
134.02,50.89,87.71,30.62,84.84,6.05,1710.75,banana
111.66,56.61,47.81,16.12,63.14,6.35,769.81,orange
97.8,41.67,74.12,30.87,80.61,6.17,1075.67,coconut
75.19,35.51,32.52,23.57,70.94,6.1,730.42,maize
31.72,18.41,25.54,34.07,67.33,6.81,264.41,mothbeans
31.85,21.65,17.01,21.96,58.77,6.82,409.51,lentil
28.16,35.62,28.7,24.47,73.28,6.27,366.46,chickpea
32.54,27.96,30.69,30.15,69.76,6.73,185.14,mothbeans
115.39,57.53,55.19,23.54,39.41,7.02,599.03,pomegranate
99.6,30.04,41.77,19.11,78.56,6.23,1257.22,apple
155.03,64.0,50.29,24.3,82.74,7.37,1051.75,sugarcane
104.04,50.81,51.65,18.75,75.56,6.45,1005.31,orange
35.08,23.55,32.72,26.43,64.31,6.44,388.44,chickpea
75.6,44.22,39.71,19.26,67.8,6.6,1604.37,coffee
42.3,33.76,37.28,20.58,77.93,6.21,427.08,kidneybeans
98.11,63.81,70.05,30.99,67.65,6.0,504.28,watermelon
86.49,55.21,74.19,31.92,60.21,6.33,588.85,muskmelon
97.85,57.14,39.22,25.55,60.42,6.17,1169.37,mango
36.76,18.68,26.74,26.81,70.1,6.65,357.63,pigeonpeas
109.14,70.99,62.73,31.47,76.19,7.31,1890.69,banana
27.83,22.14,18.98,21.32,70.11,7.04,488.99,chickpea
82.42,49.57,47.61,22.27,62.03,6.29,574.38,grapes
60.59,42.31,38.91,17.11,65.27,6.05,515.25,kidneybeans
95.49,53.39,58.07,21.2,49.36,7.2,762.74,pomegranate
79.17,48.11,48.0,22.8,63.49,6.85,483.92,wheat
27.84,24.12,29.15,20.61,51.38,6.26,372.16,lentil
107.39,56.88,51.25,25.86,69.79,6.52,1059.49,orange
29.05,27.71,15.51,25.46,62.43,6.35,406.84,chickpea
132.83,63.58,60.19,23.01,82.05,6.82,884.9,papaya
30.38,23.37,33.91,28.13,75.58,7.05,331.02,mungbean
38.82,34.84,31.2,28.45,61.43,6.59,417.6,blackgram
105.0,45.48,43.55,21.33,82.98,6.09,1741.87,rice
50.58,29.1,31.18,15.82,75.22,6.9,548.1,kidneybeans
102.46,52.68,37.87,24.74,65.75,6.63,773.76,maize
54.05,31.26,44.13,20.84,67.2,6.19,577.39,wheat
87.07,41.13,49.2,24.66,74.94,5.59,881.66,mango
102.54,59.9,46.29,29.79,64.12,6.03,1035.12,mango
115.06,50.34,51.92,25.81,63.45,6.64,698.47,pomegranate
61.78,23.82,20.79,31.17,88.45,6.08,1906.69,jute
65.03,33.92,42.72,21.61,60.56,6.93,1909.7,coffee
93.46,53.03,57.06,28.85,63.55,6.92,710.12,pomegranate
32.41,20.25,16.63,24.41,60.77,6.84,405.68,pigeonpeas
129.55,69.18,55.1,23.71,83.68,7.08,1036.54,sugarcane
94.09,54.28,59.06,25.64,53.98,6.13,521.06,muskmelon
122.24,45.68,42.09,23.13,65.35,7.2,534.71,pomegranate
17.54,23.62,19.33,30.97,68.35,6.55,316.9,mothbeans
45.23,26.5,35.45,22.82,69.08,6.5,402.23,kidneybeans
123.1,65.38,76.09,21.8,82.51,6.65,1310.79,sugarcane
68.33,44.78,49.77,19.97,72.21,6.95,770.19,grapes
30.31,29.18,11.73,27.51,59.36,6.84,256.08,mothbeans
107.88,59.24,57.33,25.51,66.61,6.51,947.66,papaya
22.16,38.07,24.83,30.16,61.09,7.13,408.7,chickpea
87.48,44.66,40.46,17.57,73.48,6.09,1571.06,coffee
42.62,29.64,39.16,17.67,73.24,6.48,540.84,kidneybeans
36.83,26.26,34.79,16.49,60.31,7.21,384.04,lentil
103.98,47.53,23.07,20.93,78.78,6.13,761.18,maize
117.13,56.91,45.12,22.86,42.94,6.89,623.7,pomegranate
110.2,56.38,49.48,30.92,78.57,7.1,1070.28,mango
24.55,18.52,24.67,29.22,62.39,7.24,388.78,pigeonpeas
25.32,20.66,21.25,32.21,61.47,6.96,329.41,mungbean
36.9,28.62,17.99,26.42,63.51,6.68,446.53,blackgram
67.43,39.84,41.63,20.38,64.18,6.75,1213.13,coffee
40.82,39.51,24.23,21.9,67.14,6.56,642.69,kidneybeans
23.84,18.61,20.56,30.02,75.6,6.51,273.18,mungbean
133.57,69.07,57.72,21.33,82.11,6.95,1419.17,sugarcane
26.48,15.47,29.78,33.7,71.8,6.58,489.85,blackgram
22.3,36.14,26.03,24.29,62.89,6.29,395.67,lentil
80.49,49.33,49.21,20.13,66.7,7.26,503.14,wheat
110.56,54.74,64.92,30.23,77.89,6.81,1519.35,banana
31.28,31.61,24.46,28.9,78.23,6.21,357.46,mungbean
64.3,52.95,55.41,16.94,67.76,6.35,753.25,grapes
33.48,25.07,28.24,20.13,77.57,6.46,432.2,chickpea
65.35,34.46,36.07,23.08,77.92,6.3,1896.01,coffee
35.83,31.94,30.29,17.1,63.38,7.34,328.28,lentil
53.51,41.64,44.97,23.02,64.49,7.23,528.81,wheat
114.62,51.79,69.02,26.44,52.07,6.77,446.18,muskmelon
98.33,37.14,36.72,18.86,61.96,6.84,1489.12,coffee
25.04,23.77,15.25,27.22,68.11,6.38,359.45,pigeonpeas
29.93,33.68,30.93,32.33,60.77,6.77,352.39,mungbean
69.38,33.61,37.18,24.71,55.2,6.97,555.48,wheat
92.29,37.09,37.87,25.41,73.89,6.36,752.59,maize
98.71,53.17,80.81,31.8,79.62,6.05,1790.92,coconut
151.13,77.34,77.58,29.42,79.94,7.49,1413.08,sugarcane
55.67,33.87,30.23,19.43,61.54,6.09,614.77,wheat
88.73,54.01,21.04,18.96,68.48,6.98,757.39,maize
108.59,56.68,71.77,25.22,72.87,6.2,1183.04,papaya
92.92,59.91,47.68,25.48,68.91,5.6,1200.89,mango
24.95,25.62,17.2,16.06,57.14,7.13,406.63,lentil
82.43,41.67,41.01,24.6,56.89,7.56,615.45,pomegranate
39.62,40.37,15.78,15.37,64.93,7.23,479.71,lentil
33.22,33.26,32.73,26.15,78.96,6.75,353.22,chickpea
96.79,63.13,69.54,33.31,55.48,6.61,511.66,muskmelon
97.44,45.22,47.46,28.99,66.37,7.22,783.71,pomegranate
26.75,32.87,19.71,19.28,54.01,5.97,543.42,lentil
121.2,67.1,70.34,22.32,84.3,6.05,807.89,papaya
121.97,51.04,89.23,31.12,79.02,6.65,1928.61,banana
72.26,43.37,41.06,17.62,73.65,6.6,1830.73,coffee
116.08,52.0,41.48,20.72,89.77,6.72,1629.4,rice
34.88,16.3,26.33,25.79,63.96,6.41,474.0,pigeonpeas
74.38,44.42,32.48,21.76,67.21,6.01,1725.51,coffee
82.99,47.47,59.85,16.74,49.4,6.76,754.01,pomegranate
113.56,61.85,57.24,25.63,56.05,6.96,445.95,watermelon
59.59,40.38,40.2,24.86,69.93,6.68,420.8,kidneybeans
124.84,76.54,79.73,31.71,77.01,6.14,1904.56,banana
41.52,30.53,20.35,35.15,74.12,6.06,338.77,blackgram
106.47,41.05,76.35,29.59,63.92,6.86,428.21,muskmelon
28.1,32.41,21.44,22.32,69.45,6.89,339.06,chickpea
94.91,55.26,51.75,25.84,43.8,7.45,643.79,pomegranate
20.69,21.05,16.61,25.74,60.68,6.77,240.41,mungbean
72.05,47.33,30.69,22.2,74.24,6.66,1396.35,coffee
68.18,41.64,35.36,19.16,68.74,6.84,1940.43,coffee
100.54,63.57,58.71,29.14,70.14,6.7,552.52,watermelon
106.31,59.81,49.3,21.42,57.73,5.84,871.56,cotton
80.1,41.67,30.51,15.64,63.4,6.54,1364.59,coffee
101.92,41.82,58.59,25.3,64.88,6.62,1109.03,mango
110.38,48.69,41.34,30.49,66.66,5.75,1065.93,mango
110.59,49.15,69.21,31.72,81.25,6.94,1446.54,coconut
100.58,57.31,58.69,32.12,62.47,6.35,605.26,watermelon
20.42,35.77,25.24,24.24,56.0,6.85,403.12,lentil
98.57,56.13,55.93,21.43,60.26,6.45,1082.11,orange
99.72,45.29,53.54,18.94,67.26,6.43,584.55,grapes
111.75,44.63,44.03,29.52,71.24,7.08,1086.39,mango
83.15,49.82,45.62,25.36,76.3,6.56,1166.8,mango
45.87,31.04,23.0,20.06,67.62,6.7,539.03,kidneybeans
108.13,43.37,53.92,27.69,66.37,5.58,982.0,mango
31.98,10.74,26.88,29.11,59.73,7.15,223.19,mothbeans
138.58,51.97,83.1,29.64,81.03,6.97,1280.79,banana
114.82,48.56,55.07,18.58,38.08,6.86,683.52,pomegranate
71.01,37.07,42.23,18.09,72.28,6.83,782.11,grapes
27.32,28.97,25.25,29.69,61.67,7.71,464.56,chickpea
30.23,28.58,20.67,21.26,77.26,6.93,460.97,chickpea
116.56,53.16,45.69,22.79,64.94,7.39,532.73,pomegranate
100.28,33.08,46.31,22.38,70.06,6.56,1425.7,apple
82.91,53.86,87.77,30.56,84.71,6.94,1054.81,coconut
102.32,72.39,95.36,30.96,80.58,7.01,1988.25,banana
20.79,20.18,25.41,27.36,71.39,6.89,426.12,blackgram
34.36,30.56,31.75,19.32,53.13,6.89,479.83,lentil
122.55,65.56,59.36,30.4,67.59,6.39,412.24,muskmelon
95.03,40.82,40.86,17.9,64.36,6.08,1365.08,apple
53.21,26.96,16.56,33.4,86.0,6.14,1582.96,jute
80.12,41.64,46.7,16.71,54.19,7.38,719.59,pomegranate
23.47,33.95,21.49,28.79,73.4,7.27,432.6,chickpea
26.29,39.5,24.26,18.36,62.07,7.39,348.61,lentil
19.49,21.57,30.34,31.61,72.18,6.8,410.02,mungbean
86.29,44.55,37.5,21.53,83.66,5.73,1903.91,rice
96.41,33.65,45.7,17.5,78.16,6.69,1392.72,apple
74.51,22.84,23.55,24.97,69.81,6.97,1614.21,jute
104.44,61.97,55.17,29.01,78.99,6.11,986.22,papaya
114.49,58.05,56.55,28.54,73.41,6.57,811.93,mango
23.75,25.91,28.02,29.99,68.12,6.37,479.53,blackgram
66.07,37.2,39.39,18.67,66.52,6.97,1342.84,apple
96.5,44.09,38.37,19.48,73.56,6.78,935.74,maize
121.73,64.29,50.84,22.24,74.68,7.17,848.02,cotton
117.32,73.62,60.59,28.12,64.72,6.73,809.89,papaya
103.22,41.26,57.16,29.78,74.17,7.67,772.28,cotton
37.36,39.67,26.08,21.22,75.63,7.34,326.66,chickpea
66.9,45.05,48.61,24.64,66.91,6.12,1318.06,apple
107.91,50.42,51.28,27.74,69.87,5.82,890.16,mango
112.18,42.55,57.17,20.98,66.92,6.14,836.84,orange
128.5,66.89,96.01,29.08,83.42,6.56,1939.7,banana
33.21,16.02,30.45,34.33,77.42,6.2,345.65,blackgram
21.4,29.31,16.25,28.41,65.2,6.99,429.51,pigeonpeas
116.68,53.66,71.67,28.07,63.38,6.19,898.47,papaya
31.01,30.19,30.56,24.57,57.06,7.16,282.58,lentil
74.09,37.85,18.61,28.05,72.08,6.31,1246.26,jute
91.98,54.6,68.39,28.05,75.82,6.95,1954.38,coconut
36.29,34.34,31.16,28.86,72.62,6.14,425.99,blackgram
77.2,37.6,20.58,24.33,73.75,6.39,937.93,maize
25.97,23.79,22.84,26.4,66.92,7.45,476.65,pigeonpeas
22.68,17.48,27.04,30.88,67.91,7.04,228.61,mothbeans
41.51,37.68,28.86,22.5,78.97,6.05,483.12,kidneybeans
19.97,21.65,28.01,18.17,50.47,6.81,393.63,lentil
134.13,55.1,48.77,25.48,56.42,6.59,837.83,cotton
155.52,78.83,73.78,24.6,81.29,7.02,1049.52,sugarcane
90.35,46.28,52.72,21.11,58.52,6.57,559.92,pomegranate
122.97,69.99,41.59,24.26,56.53,6.24,718.32,cotton
115.83,77.93,76.98,29.3,79.29,6.84,1531.23,banana
108.29,42.01,61.95,34.82,59.64,6.3,367.68,muskmelon
94.9,49.99,47.12,30.15,70.62,6.62,1182.56,mango
28.04,17.51,9.64,30.97,65.67,6.65,178.16,mothbeans
118.82,41.34,65.91,27.84,59.29,6.56,460.97,muskmelon
91.89,43.84,42.28,15.99,60.98,6.43,594.25,grapes
94.97,42.31,41.66,24.38,84.29,6.89,1515.79,rice
33.88,18.03,22.42,30.56,63.45,7.03,239.2,mothbeans
83.62,45.71,70.53,24.51,65.88,5.98,508.6,muskmelon
156.58,69.06,74.86,26.8,81.11,6.1,1221.76,sugarcane
99.67,63.85,47.74,28.77,75.64,6.27,1001.15,cotton
60.73,42.03,35.98,16.78,62.78,6.06,439.14,kidneybeans
117.38,42.65,66.92,31.67,77.6,5.53,1248.15,coconut
44.05,33.91,23.05,21.73,63.46,6.9,452.34,kidneybeans
113.12,50.03,79.21,25.71,80.09,6.81,1853.33,coconut
66.32,40.14,46.9,22.06,75.84,6.31,1240.91,apple
118.97,65.32,68.67,31.84,73.96,6.52,814.87,papaya
105.29,41.11,46.94,23.57,64.32,7.08,670.17,cotton
75.12,33.51,39.56,23.82,76.06,6.1,1367.39,apple
106.1,58.05,55.5,25.8,69.94,6.38,415.82,watermelon
141.74,59.73,59.96,28.59,82.1,6.46,1426.53,sugarcane
113.96,77.6,54.25,29.03,82.39,6.13,1173.43,papaya
36.82,36.62,24.42,23.46,70.14,6.3,523.84,chickpea
80.71,57.44,47.87,24.59,64.08,6.33,948.94,orange
27.04,26.5,25.62,32.98,65.54,6.86,336.78,mungbean
99.51,47.48,38.06,19.61,62.13,6.13,617.32,maize
62.67,37.69,34.69,22.23,59.77,6.16,446.37,wheat
130.69,79.07,74.04,29.58,83.85,6.23,1748.73,banana
90.51,58.85,75.03,27.21,81.34,5.99,1937.93,coconut
104.08,50.35,89.06,27.71,82.69,6.67,1566.0,banana
110.79,41.88,78.77,25.96,66.17,6.41,523.09,muskmelon
68.53,38.66,41.28,22.76,61.64,6.93,1461.82,apple
113.02,69.73,92.84,30.35,84.93,6.4,1871.6,banana
25.15,25.73,33.72,28.35,75.49,6.73,247.02,mungbean
41.98,29.21,39.54,24.7,72.65,6.93,530.39,kidneybeans
103.97,44.56,44.61,26.66,89.3,6.08,1501.42,rice
101.77,60.34,70.59,30.01,80.86,6.38,1082.1,coconut
99.51,59.76,50.14,27.8,71.36,6.9,801.28,mango
67.77,51.19,48.3,22.65,74.8,6.57,678.16,grapes
24.03,15.45,24.93,24.91,63.38,6.99,451.47,pigeonpeas
72.45,41.82,48.52,18.11,62.85,6.17,435.57,grapes
33.37,25.25,15.23,32.91,50.59,6.86,225.19,mothbeans
88.78,46.63,35.8,19.61,70.37,6.27,625.51,maize
17.41,19.56,12.34,34.82,67.16,6.52,345.33,mothbeans
98.56,33.91,31.09,25.15,61.86,6.52,1682.87,coffee
87.53,49.18,64.1,27.39,64.93,6.33,414.56,watermelon
42.6,42.09,38.23,22.22,66.33,6.94,556.64,kidneybeans
31.96,31.05,15.62,28.75,52.05,7.38,219.93,mothbeans
95.43,41.56,46.66,19.49,75.72,6.9,1650.26,coffee
138.76,64.49,87.98,28.4,77.87,6.64,1322.45,banana
93.66,68.19,54.94,30.86,49.57,6.94,448.91,watermelon
24.47,21.69,21.63,34.71,74.6,6.33,324.15,blackgram
51.74,31.15,24.13,25.7,74.08,6.63,1782.43,jute
57.64,49.25,36.58,16.55,65.66,6.96,492.14,wheat
31.8,34.67,21.61,29.22,63.03,6.2,441.05,blackgram
113.22,43.22,44.07,25.55,61.22,7.4,615.44,orange
20.11,13.39,11.93,27.27,55.37,6.98,343.62,mothbeans
59.38,32.07,41.86,22.01,78.32,6.73,1353.07,apple
147.66,73.9,65.37,21.3,82.31,6.89,1432.84,sugarcane
103.84,52.24,74.97,29.93,76.3,6.27,984.77,coconut
32.94,21.62,26.05,20.09,75.65,6.73,381.75,chickpea
101.42,40.77,37.81,26.21,82.48,5.73,1742.43,rice
151.38,55.97,52.99,22.66,74.91,7.05,1342.74,sugarcane
82.29,55.74,77.86,32.02,52.23,6.14,577.81,muskmelon
32.1,27.44,22.91,27.99,78.49,7.24,456.28,chickpea
78.54,47.12,46.09,22.97,52.99,7.21,733.61,orange
109.69,40.55,67.76,33.64,56.04,6.19,545.27,watermelon
109.17,67.76,96.53,30.62,83.86,6.82,1799.77,banana
79.38,51.98,81.06,28.51,84.44,6.34,1843.75,coconut
116.28,45.46,48.24,17.19,49.31,6.66,607.57,pomegranate
68.55,35.19,41.27,19.48,61.1,6.63,488.28,wheat
40.05,14.59,23.96,24.47,65.55,6.87,375.1,pigeonpeas
118.27,49.35,42.26,27.95,75.8,7.01,1139.43,mango
119.43,65.54,47.96,27.35,79.99,6.07,736.56,cotton
103.9,45.2,58.08,32.84,68.49,6.15,462.65,watermelon
137.2,50.26,74.09,21.78,79.71,6.81,1315.4,sugarcane
30.33,15.34,28.9,24.47,70.75,6.3,414.29,pigeonpeas
85.68,53.68,44.5,28.11,37.2,6.67,800.33,pomegranate
72.01,43.87,43.8,23.83,66.49,6.78,1288.39,apple
115.93,52.71,65.49,24.6,50.75,6.22,484.52,muskmelon
88.6,46.38,78.16,33.57,65.77,6.36,517.49,watermelon
116.81,76.47,77.14,22.52,62.78,6.23,1121.76,papaya
